date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:52:19	187452/187452	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/desktop/mac/wasabi/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/desktop/mac/wasabi/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:19	187454/187454	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/desktop/linux/wasabi/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/desktop/linux/wasabi/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:19	238496/238496	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/desktop/linux/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/desktop/linux/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:20	1423/1423	---M--	200	added ('OK')	image/png	etag:%2261793594-58f%22	https://bitcoin.org/img/wallet/bitbox.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/bitbox81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:21	10292/10292	---M--	200	added ('OK')	image/png	etag:%2261793594-2834%22	https://bitcoin.org/img/wallet/bitcoincore.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/bitcoincore81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:22	237552/237552	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/hardware/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/hardware/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:22	238516/238516	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/desktop/windows/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/desktop/windows/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:22	238476/238476	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/desktop/mac/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/desktop/mac/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:22	245731/245731	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/mobile/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/mobile/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:23	14983/14983	---M--	200	added ('OK')	image/png	etag:%2261793594-3a87%22	https://bitcoin.org/img/wallet/bitcoinknots.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/bitcoinknots81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:24	238225/238225	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/mobile/android/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/mobile/android/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:24	236985/236985	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/mobile/ios/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/mobile/ios/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:24	235786/235786	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2014:13:18%20GMT	https://bitcoin.org/tr/wallets/web/	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/tr/wallets/web/index.html	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:24	12582/12582	---M--	200	added ('OK')	image/png	etag:%2261793594-3126%22	https://bitcoin.org/img/wallet/bitcoinwallet.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/bitcoinwallet81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:25	39216/39216	---M--	200	added ('OK')	image/png	etag:%2261793594-9930%22	https://bitcoin.org/img/wallet/bither.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/bither81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:26	5927/5927	---M--	200	added ('OK')	image/png	etag:%2261793594-1727%22	https://bitcoin.org/img/wallet/bitpay.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/bitpay81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:27	3691/3691	---M--	200	added ('OK')	image/png	etag:%2261793594-e6b%22	https://bitcoin.org/img/wallet/coldcard.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/coldcard81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:28	6472/6472	---M--	200	added ('OK')	image/png	etag:%2261793594-1948%22	https://bitcoin.org/img/wallet/eclairmobile.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/eclairmobile81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:29	7293/7293	---M--	200	added ('OK')	image/png	etag:%2261793594-1c7d%22	https://bitcoin.org/img/wallet/edgewallet.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/edgewallet81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:30	8723/8723	---M--	200	added ('OK')	image/png	etag:%2261793594-2213%22	https://bitcoin.org/img/wallet/electrum.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/electrum81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:31	3803/3803	---M--	200	added ('OK')	image/png	etag:%2261793594-edb%22	https://bitcoin.org/img/wallet/keepkey.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/keepkey81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:32	1470/1470	---M--	200	added ('OK')	image/png	etag:%2261793594-5be%22	https://bitcoin.org/img/wallet/ledgernanos.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/ledgernanos81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:33	4426/4426	---M--	200	added ('OK')	image/png	etag:%2261793594-114a%22	https://bitcoin.org/img/wallet/mycelium.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/mycelium81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:34	11237/11237	---M--	200	added ('OK')	image/png	etag:%2261793594-2be5%22	https://bitcoin.org/img/wallet/sparrow.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/sparrow81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:35	15594/15594	---M--	200	added ('OK')	image/png	etag:%2261793594-3cea%22	https://bitcoin.org/img/wallet/specterdesktop.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/specterdesktop81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:36	1562/1562	---M--	200	added ('OK')	image/png	etag:%2261793594-61a%22	https://bitcoin.org/img/wallet/trezormodelt.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/trezormodelt81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:37	1562/1562	---M--	200	added ('OK')	image/png	etag:%2261793594-61a%22	https://bitcoin.org/img/wallet/trezorone.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/trezorone81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:38	4481/4481	---M--	200	added ('OK')	image/png	etag:%2261793594-1181%22	https://bitcoin.org/img/wallet/unstoppable.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/unstoppable81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:39	4691/4691	---M--	200	added ('OK')	image/png	etag:%2261793594-1253%22	https://bitcoin.org/img/wallet/wasabi.png?1656252469	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/wallet/wasabi81d6.png	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:40	21253/21253	---M-Z	200	added ('OK')	application/javascript	etag:%2261793594-1251%22	https://bitcoin.org/js/walletSelector.js	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/js/walletSelector.js	(from https://bitcoin.org/tr/cuzdaninizi-secin)
02:52:42	6992/6992	---M--	200	added ('OK')	image/png	etag:%2261793594-1b50%22	https://bitcoin.org/img/jquery/ui-icons_444444_256x240.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/jquery/ui-icons_444444_256x240.png	(from https://bitcoin.org/css/jquery-ui.min.css)
02:52:43	6999/6999	---M--	200	added ('OK')	image/png	etag:%2261793594-1b57%22	https://bitcoin.org/img/jquery/ui-icons_777777_256x240.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/jquery/ui-icons_777777_256x240.png	(from https://bitcoin.org/css/jquery-ui.min.css)
02:52:44	6988/6988	---M--	200	added ('OK')	image/png	etag:%2261793594-1b4c%22	https://bitcoin.org/img/jquery/ui-icons_555555_256x240.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/jquery/ui-icons_555555_256x240.png	(from https://bitcoin.org/css/jquery-ui.min.css)
02:52:45	6299/6299	---M--	200	added ('OK')	image/png	etag:%2261793594-189b%22	https://bitcoin.org/img/jquery/ui-icons_ffffff_256x240.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/jquery/ui-icons_ffffff_256x240.png	(from https://bitcoin.org/css/jquery-ui.min.css)
02:52:46	4549/4549	---M--	200	added ('OK')	image/png	etag:%2261793594-11c5%22	https://bitcoin.org/img/jquery/ui-icons_777620_256x240.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/jquery/ui-icons_777620_256x240.png	(from https://bitcoin.org/css/jquery-ui.min.css)
02:52:47	4549/4549	---M--	200	added ('OK')	image/png	etag:%2261793594-11c5%22	https://bitcoin.org/img/jquery/ui-icons_cc0000_256x240.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/jquery/ui-icons_cc0000_256x240.png	(from https://bitcoin.org/css/jquery-ui.min.css)
02:52:48	42572/42572	---M--	200	added ('OK')	image/png	etag:%2261793594-a64c%22	https://bitcoin.org/img/screenshots/armory.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/armory.png	(from https://bitcoin.org/tr/wallets/desktop/windows/armory/)
02:52:50	43209/43209	---M--	200	added ('OK')	image/png	etag:%2261793594-a8c9%22	https://bitcoin.org/img/screenshots/bitbox02.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bitbox02.png	(from https://bitcoin.org/tr/wallets/hardware/bitbox/)
02:52:51	21632/21632	---M--	200	added ('OK')	image/png	etag:%2261793594-5480%22	https://bitcoin.org/img/screenshots/bitcoincore.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bitcoincore.png	(from https://bitcoin.org/tr/wallets/desktop/windows/bitcoincore/)
02:52:53	32584/32584	---M--	200	added ('OK')	image/png	etag:%2261793594-7f48%22	https://bitcoin.org/img/screenshots/bitcoinknots.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bitcoinknots.png	(from https://bitcoin.org/tr/wallets/desktop/windows/bitcoinknots/)
02:52:55	32703/32703	---M--	200	added ('OK')	image/png	etag:%2261793594-7fbf%22	https://bitcoin.org/img/screenshots/bitcoinwalletandroid.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bitcoinwalletandroid.png	(from https://bitcoin.org/tr/wallets/mobile/android/bitcoinwallet/)
02:52:57	90934/90934	---M--	200	added ('OK')	image/png	etag:%2261793594-16336%22	https://bitcoin.org/img/screenshots/bithermobile.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bithermobile.png	(from https://bitcoin.org/tr/wallets/mobile/ios/bither/)
02:52:59	28467/28467	---M--	200	added ('OK')	image/png	etag:%2261793594-6f33%22	https://bitcoin.org/img/screenshots/bitpay.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bitpay.png	(from https://bitcoin.org/tr/wallets/mobile/android/bitpay/)
02:53:02	125922/125922	---M--	200	added ('OK')	image/png	etag:%2261793594-1ebe2%22	https://bitcoin.org/img/screenshots/coldcard.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/coldcard.png	(from https://bitcoin.org/tr/wallets/hardware/coldcard/)
02:53:02	55830/55830	---M--	200	added ('OK')	image/png	etag:%2261793594-da16%22	https://bitcoin.org/img/screenshots/bitherdesktop.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/bitherdesktop.png	(from https://bitcoin.org/tr/wallets/mobile/ios/bither/)
02:53:04	15696/15696	---M--	200	added ('OK')	image/png	etag:%2261793594-3d50%22	https://bitcoin.org/img/screenshots/eclairmobile.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/eclairmobile.png	(from https://bitcoin.org/tr/wallets/mobile/android/eclairmobile/)
02:53:05	55001/55001	---M--	200	added ('OK')	image/png	etag:%2261793594-d6d9%22	https://bitcoin.org/img/screenshots/edgewalletandroid.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/edgewalletandroid.png	(from https://bitcoin.org/tr/wallets/mobile/android/edgewallet/)
02:53:06	25853/25853	---M--	200	added ('OK')	image/png	etag:%2261793594-64fd%22	https://bitcoin.org/img/screenshots/electrum.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/electrum.png	(from https://bitcoin.org/tr/wallets/desktop/windows/electrum/)
02:53:06	61774/61774	---M--	200	added ('OK')	image/png	etag:%2261793594-f14e%22	https://bitcoin.org/img/screenshots/edgewalletios.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/edgewalletios.png	(from https://bitcoin.org/tr/wallets/mobile/android/edgewallet/)
02:53:06	9984/9984	---M--	200	added ('OK')	image/png	etag:%2261793594-2700%22	https://bitcoin.org/img/screenshots/electrumandroid.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/electrumandroid.png	(from https://bitcoin.org/tr/wallets/desktop/windows/electrum/)
02:53:09	39381/39381	---M--	200	added ('OK')	image/png	etag:%2261793594-99d5%22	https://bitcoin.org/img/screenshots/keepkey.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/keepkey.png	(from https://bitcoin.org/tr/wallets/hardware/keepkey/)
02:53:11	28090/28090	---M--	200	added ('OK')	image/png	etag:%2261793594-6dba%22	https://bitcoin.org/img/screenshots/mycelium.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/mycelium.png	(from https://bitcoin.org/tr/wallets/mobile/android/mycelium/)
02:53:11	28783/28783	---M--	200	added ('OK')	image/png	etag:%2261793594-706f%22	https://bitcoin.org/img/screenshots/sparrow.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/sparrow.png	(from https://bitcoin.org/tr/wallets/desktop/windows/sparrow/)
02:53:13	101949/101949	---M--	200	added ('OK')	image/png	etag:%2261793594-18e3d%22	https://bitcoin.org/img/screenshots/ledgernanos.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/ledgernanos.png	(from https://bitcoin.org/tr/wallets/hardware/ledgernanos/)
02:53:13	44935/44935	---M--	200	added ('OK')	image/png	etag:%2261793594-af87%22	https://bitcoin.org/img/screenshots/specterdesktop.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/specterdesktop.png	(from https://bitcoin.org/tr/wallets/desktop/windows/specterdesktop/)
02:53:15	63406/63406	---M--	200	added ('OK')	image/png	etag:%2261793594-f7ae%22	https://bitcoin.org/img/screenshots/trezorone.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/trezorone.png	(from https://bitcoin.org/tr/wallets/hardware/trezorone/)
02:53:16	56243/56243	---M--	200	added ('OK')	image/png	etag:%2261793594-dbb3%22	https://bitcoin.org/img/screenshots/trezormodelt.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/trezormodelt.png	(from https://bitcoin.org/tr/wallets/hardware/trezormodelt/)
02:53:16	29065/29065	---M--	200	added ('OK')	image/png	etag:%2261793594-7189%22	https://bitcoin.org/img/screenshots/unstoppable_ios.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/unstoppable_ios.png	(from https://bitcoin.org/tr/wallets/mobile/ios/unstoppable/)
02:53:17	28113/28113	---M--	200	added ('OK')	image/png	etag:%2261793594-6dd1%22	https://bitcoin.org/img/screenshots/unstoppable_android.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/unstoppable_android.png	(from https://bitcoin.org/tr/wallets/mobile/ios/unstoppable/)
02:53:20	54531/54531	---M--	200	added ('OK')	image/png	etag:%2261793594-d503%22	https://bitcoin.org/img/screenshots/wasabi.png	/storage/emulated/0/HTTrack/Websites/btcminercoin/bitcoin.org/img/screenshots/wasabi.png	(from https://bitcoin.org/tr/wallets/desktop/windows/wasabi/)
